"","wave","Q288","Q252"
"5638",6,7,4
"5639",6,7,1
"5640",6,7,3
"5641",6,5,3
"5642",6,2,3
"5643",6,2,4
"5644",6,1,4
"5645",6,4,3
"5646",6,2,2
"5647",6,4,3
"5648",6,3,4
"5649",6,7,3
"5650",6,4,2
"5651",6,8,2
"5652",6,4,2
"5653",6,2,3
"5654",6,5,3
"5655",6,7,4
"5656",6,8,2
"5657",6,4,3
"5658",6,4,4
"5659",6,5,3
"5660",6,3,1
"5661",6,5,2
"5662",6,5,2
"5663",6,6,2
"5664",6,4,3
"5665",6,1,3
"5666",6,7,3
"5667",6,5,3
"5668",6,4,2
"5669",6,4,3
"5670",6,5,3
"5671",6,6,3
"5672",6,5,3
"5673",6,8,2
"5674",6,3,3
"5675",6,2,4
"5676",6,5,2
"5677",6,4,3
"5678",6,4,2
"5679",6,5,2
"5680",6,6,3
"5681",6,2,4
"5682",6,7,3
"5683",6,7,3
"5684",6,5,3
"5685",6,7,3
"5686",6,3,3
"5687",6,NA,3
"5688",6,7,3
"5689",6,7,3
"5690",6,NA,3
"5691",6,4,3
"5692",6,1,4
"5693",6,NA,2
"5694",6,7,3
"5695",6,5,3
"5696",6,8,2
"5697",6,2,4
"5698",6,7,2
"5699",6,3,3
"5700",6,6,3
"5701",6,3,3
"5702",6,6,2
"5703",6,3,3
"5704",6,4,4
"5705",6,5,3
"5706",6,1,3
"5707",6,1,NA
"5708",6,4,1
"5709",6,7,3
"5710",6,7,3
"5711",6,2,3
"5712",6,5,3
"5713",6,3,3
"5714",6,6,2
"5715",6,3,2
"5716",6,5,3
"5717",6,6,2
"5718",6,3,3
"5719",6,2,2
"5720",6,4,3
"5721",6,5,4
"5722",6,7,2
"5723",6,1,2
"5724",6,8,2
"5725",6,NA,NA
"5726",6,6,2
"5727",6,7,2
"5728",6,8,2
"5729",6,4,3
"5730",6,8,4
"5731",6,7,4
"5732",6,1,3
"5733",6,7,3
"5734",6,1,3
"5735",6,5,2
"5736",6,2,3
"5737",6,4,2
"5738",6,7,3
"5739",6,4,1
"5740",6,7,2
"5741",6,6,2
"5742",6,1,4
"5743",6,5,3
"5744",6,4,3
"5745",6,5,3
"5746",6,6,4
"5747",6,6,3
"5748",6,6,3
"5749",6,7,3
"5750",6,2,2
"5751",6,7,1
"5752",6,2,2
"5753",6,4,4
"5754",6,7,2
"5755",6,5,1
"5756",6,5,3
"5757",6,7,2
"5758",6,8,2
"5759",6,5,3
"5760",6,3,2
"5761",6,5,3
"5762",6,5,3
"5763",6,6,4
"5764",6,4,3
"5765",6,8,3
"5766",6,3,2
"5767",6,6,3
"5768",6,3,NA
"5769",6,6,2
"5770",6,4,3
"5771",6,7,3
"5772",6,5,3
"5773",6,6,3
"5774",6,NA,1
"5775",6,6,3
"5776",6,3,3
"5777",6,6,2
"5778",6,2,2
"5779",6,3,2
"5780",6,5,4
"5781",6,8,3
"5782",6,7,3
"5783",6,5,4
"5784",6,8,3
"5785",6,5,2
"5786",6,4,4
"5787",6,1,4
"5788",6,3,3
"5789",6,3,2
"5790",6,6,3
"5791",6,6,3
"5792",6,7,2
"5793",6,4,1
"5794",6,4,4
"5795",6,7,3
"5796",6,7,3
"5797",6,4,3
"5798",6,6,NA
"5799",6,5,3
"5800",6,6,2
"5801",6,2,3
"5802",6,5,3
"5803",6,5,3
"5804",6,4,2
"5805",6,NA,NA
"5806",6,4,4
"5807",6,8,2
"5808",6,4,3
"5809",6,6,2
"5810",6,7,3
"5811",6,8,2
"5812",6,4,3
"5813",6,6,4
"5814",6,4,4
"5815",6,6,3
"5816",6,8,3
"5817",6,9,3
"5818",6,3,2
"5819",6,NA,NA
"5820",6,3,3
"5821",6,1,2
"5822",6,8,3
"5823",6,4,3
"5824",6,1,1
"5825",6,3,3
"5826",6,5,3
"5827",6,7,3
"5828",6,4,3
"5829",6,3,4
"5830",6,5,4
"5831",6,1,4
"5832",6,5,2
"5833",6,4,4
"5834",6,7,3
"5835",6,7,3
"5836",6,5,3
"5837",6,3,2
"5838",6,2,4
"5839",6,4,3
"5840",6,5,2
"5841",6,6,2
"5842",6,5,3
"5843",6,3,2
"5844",6,3,4
"5845",6,7,2
"5846",6,3,3
"5847",6,2,2
"5848",6,4,2
"5849",6,8,3
"5850",6,5,3
"5851",6,1,4
"5852",6,4,4
"5853",6,1,3
"5854",6,8,3
"5855",6,3,2
"5856",6,NA,3
"5857",6,6,NA
"5858",6,NA,4
"5859",6,5,2
"5860",6,4,3
"5861",6,1,4
"5862",6,6,2
"5863",6,6,4
"5864",6,6,3
"5865",6,5,4
"5866",6,5,3
"5867",6,9,1
"5868",6,1,3
"5869",6,5,3
"5870",6,3,4
"5871",6,9,3
"5872",6,7,3
"5873",6,5,3
"5874",6,8,3
"5875",6,7,3
"5876",6,7,3
"5877",6,5,2
"5878",6,3,2
"5879",6,4,2
"5880",6,NA,NA
"5881",6,2,3
"5882",6,5,2
"5883",6,5,2
"5884",6,4,3
"5885",6,5,3
"5886",6,1,2
"5887",6,4,2
"5888",6,5,3
"5889",6,9,4
"5890",6,8,3
"5891",6,5,3
"5892",6,8,NA
"5893",6,6,3
"5894",6,5,2
"5895",6,5,NA
"5896",6,7,3
"5897",6,7,3
"5898",6,6,2
"5899",6,6,3
"5900",6,4,1
"5901",6,5,3
"5902",6,8,3
"5903",6,3,4
"5904",6,7,2
"5905",6,7,3
"5906",6,8,3
"5907",6,7,4
"5908",6,5,3
"5909",6,5,3
"5910",6,6,3
"5911",6,1,4
"5912",6,5,3
"5913",6,5,3
"5914",6,6,3
"5915",6,NA,NA
"5916",6,4,2
"5917",6,8,2
"5918",6,6,2
"5919",6,4,4
"5920",6,4,4
"5921",6,8,3
"5922",6,5,4
"5923",6,1,4
"5924",6,3,3
"5925",6,7,2
"5926",6,6,4
"5927",6,4,2
"5928",6,8,4
"5929",6,8,4
"5930",6,5,3
"5931",6,6,2
"5932",6,3,2
"5933",6,2,2
"5934",6,5,3
"5935",6,5,3
"5936",6,6,3
"5937",6,5,3
"5938",6,4,4
"5939",6,5,2
"5940",6,5,3
"5941",6,6,3
"5942",6,3,3
"5943",6,5,3
"5944",6,6,3
"5945",6,7,4
"5946",6,3,3
"5947",6,6,2
"5948",6,6,1
"5949",6,4,3
"5950",6,4,2
"5951",6,8,3
"5952",6,6,3
"5953",6,7,3
"5954",6,5,3
"5955",6,7,3
"5956",6,3,3
"5957",6,5,3
"5958",6,5,2
"5959",6,4,3
"5960",6,3,2
"5961",6,3,4
"5962",6,7,2
"5963",6,5,4
"5964",6,5,2
"5965",6,NA,3
"5966",6,10,4
"5967",6,6,3
"5968",6,5,3
"5969",6,8,2
"5970",6,4,3
"5971",6,6,2
"5972",6,NA,4
"5973",6,10,3
"5974",6,2,4
"5975",6,1,4
"5976",6,4,1
"5977",6,7,2
"5978",6,6,2
"5979",6,4,3
"5980",6,6,4
"5981",6,5,3
"5982",6,4,3
"5983",6,4,3
"5984",6,4,2
"5985",6,5,4
"5986",6,5,3
"5987",6,8,1
"5988",6,3,2
"5989",6,4,2
"5990",6,7,2
"5991",6,8,2
"5992",6,7,3
"5993",6,5,3
"5994",6,7,3
"5995",6,3,4
"5996",6,5,3
"5997",6,5,3
"5998",6,8,3
"5999",6,5,3
"6000",6,6,3
"6001",6,7,3
"6002",6,5,3
"6003",6,5,4
"6004",6,6,4
"6005",6,6,2
"6006",6,1,3
"6007",6,6,3
"6008",6,3,3
"6009",6,7,3
"6010",6,2,2
"6011",6,4,3
"6012",6,7,2
"6013",6,5,3
"6014",6,5,3
"6015",6,3,3
"6016",6,5,3
"6017",6,1,4
"6018",6,NA,NA
"6019",6,2,1
"6020",6,6,3
"6021",6,5,3
"6022",6,8,3
"6023",6,8,3
"6024",6,8,4
"6025",6,8,3
"6026",6,7,3
"6027",6,6,3
"6028",6,7,3
"6029",6,8,2
"6030",6,6,2
"6031",6,3,3
"6032",6,6,2
"6033",6,5,3
"6034",6,8,3
"6035",6,5,3
"6036",6,NA,NA
"6037",6,6,2
"6038",6,7,3
"6039",6,6,3
"6040",6,6,4
"6041",6,6,2
"6042",6,1,3
"6043",6,4,NA
"6044",6,5,3
"6045",6,6,2
"6046",6,5,3
"6047",6,6,3
"6048",6,2,2
"6049",6,7,3
"6050",6,3,4
"6051",6,6,3
"6052",6,9,4
"6053",6,5,3
"6054",6,6,3
"6055",6,6,3
"6056",6,1,2
"6057",6,1,3
"6058",6,4,4
"6059",6,6,4
"6060",6,3,3
"6061",6,7,3
"6062",6,9,3
"6063",6,8,3
"6064",6,5,1
"6065",6,4,3
"6066",6,5,3
"6067",6,3,3
"6068",6,5,3
"6069",6,1,3
"6070",6,7,3
"6071",6,6,3
"6072",6,5,2
"6073",6,3,3
"6074",6,7,2
"6075",6,5,3
"6076",6,4,3
"6077",6,7,3
"6078",6,6,2
"6079",6,6,3
"6080",6,5,1
"6081",6,4,2
"6082",6,7,2
"6083",6,3,2
"6084",6,3,3
"6085",6,5,4
"6086",6,3,3
"6087",6,5,3
"6088",6,2,3
"6089",6,7,3
"6090",6,2,4
"6091",6,5,3
"6092",6,5,4
"6093",6,6,2
"6094",6,7,4
"6095",6,3,3
"6096",6,3,3
"6097",6,1,4
"6098",6,5,2
"6099",6,5,3
"6100",6,6,3
"6101",6,10,3
"6102",6,5,2
"6103",6,3,4
"6104",6,4,2
"6105",6,2,3
"6106",6,5,3
"6107",6,4,2
"6108",6,8,3
"6109",6,3,2
"6110",6,7,3
"6111",6,3,3
"6112",6,3,4
"6113",6,6,2
"6114",6,3,3
"6115",6,3,3
"6116",6,2,3
"6117",6,4,3
"6118",6,8,4
"6119",6,4,4
"6120",6,2,3
"6121",6,4,3
"6122",6,7,2
"6123",6,7,3
"6124",6,6,3
"6125",6,5,3
"6126",6,7,3
"6127",6,9,1
"6128",6,5,2
"6129",6,4,2
"6130",6,6,3
"6131",6,3,4
"6132",6,4,1
"6133",6,5,3
"6134",6,6,3
"6135",6,6,3
"6136",6,5,3
"6137",6,3,4
"6138",6,6,3
"6139",6,1,3
"6140",6,7,3
"6141",6,2,2
"6142",6,3,3
"6143",6,3,2
"6144",6,7,2
"6145",6,8,2
"6146",6,NA,3
"6147",6,4,2
"6148",6,2,3
"6149",6,6,3
"6150",6,5,2
"6151",6,5,3
"6152",6,3,3
"6153",6,5,4
"6154",6,3,3
"6155",6,5,2
"6156",6,NA,NA
"6157",6,10,3
"6158",6,NA,4
"6159",6,6,3
"6160",6,4,3
"6161",6,6,2
"6162",6,7,1
"6163",6,1,3
"6164",6,3,4
"6165",6,NA,3
"6166",6,6,3
"6167",6,NA,NA
"6168",6,5,3
"6169",6,4,2
"6170",6,4,2
"6171",6,2,3
"6172",6,6,2
"6173",6,3,2
"6174",6,4,4
"6175",6,10,3
"6176",6,5,3
"6177",6,2,2
"6178",6,4,1
"6179",6,6,2
"6180",6,4,2
"6181",6,3,4
"6182",6,6,2
"6183",6,8,4
"6184",6,6,2
"6185",6,5,3
"6186",6,3,3
"6187",6,4,4
"6188",6,3,2
"6189",6,10,1
"6190",6,NA,3
"6191",6,2,2
"6192",6,3,2
"6193",6,5,3
"6194",6,6,3
"6195",6,6,3
"6196",6,5,2
"6197",6,5,3
"6198",6,5,3
"6199",6,6,3
"6200",6,6,4
"6201",6,4,2
"6202",6,5,3
"6203",6,5,1
"6204",6,8,3
"6205",6,5,3
"6206",6,9,3
"6207",6,4,3
"6208",6,6,3
"6209",6,3,4
"6210",6,4,2
"6211",6,5,3
"6212",6,4,3
"6213",6,5,3
"6214",6,8,3
"6215",6,5,NA
"6216",6,4,2
"6217",6,3,3
"6218",6,7,3
"6219",6,8,3
"6220",6,5,3
"6221",6,6,1
"6222",6,1,3
"6223",6,8,1
"6224",7,5,5
"6225",7,1,8
"6226",7,7,4
"6227",7,6,7
"6228",7,3,9
"6229",7,1,1
"6230",7,6,6
"6231",7,5,8
"6232",7,4,5
"6233",7,NA,4
"6234",7,7,4
"6235",7,6,3
"6236",7,4,7
"6237",7,5,5
"6238",7,5,5
"6239",7,NA,7
"6240",7,8,7
"6241",7,6,6
"6242",7,4,6
"6243",7,6,4
"6244",7,6,1
"6245",7,4,3
"6246",7,7,1
"6247",7,6,2
"6248",7,7,5
"6249",7,4,6
"6250",7,6,5
"6251",7,9,10
"6252",7,8,6
"6253",7,6,4
"6254",7,5,5
"6255",7,8,9
"6256",7,6,5
"6257",7,6,4
"6258",7,7,5
"6259",7,5,6
"6260",7,7,6
"6261",7,7,7
"6262",7,5,5
"6263",7,5,5
"6264",7,9,4
"6265",7,5,2
"6266",7,5,5
"6267",7,5,5
"6268",7,5,5
"6269",7,4,1
"6270",7,3,3
"6271",7,4,7
"6272",7,3,6
"6273",7,6,5
"6274",7,4,1
"6275",7,5,5
"6276",7,7,1
"6277",7,2,1
"6278",7,6,1
"6279",7,3,4
"6280",7,4,1
"6281",7,5,6
"6282",7,5,3
"6283",7,1,8
"6284",7,4,5
"6285",7,5,6
"6286",7,NA,5
"6287",7,4,3
"6288",7,8,5
"6289",7,6,8
"6290",7,4,4
"6291",7,5,10
"6292",7,1,6
"6293",7,5,5
"6294",7,4,8
"6295",7,6,5
"6296",7,7,7
"6297",7,5,4
"6298",7,4,1
"6299",7,6,5
"6300",7,5,3
"6301",7,5,5
"6302",7,3,4
"6303",7,6,5
"6304",7,4,3
"6305",7,6,1
"6306",7,7,5
"6307",7,5,5
"6308",7,3,3
"6309",7,5,3
"6310",7,5,5
"6311",7,4,4
"6312",7,1,1
"6313",7,5,6
"6314",7,6,4
"6315",7,5,1
"6316",7,7,1
"6317",7,5,5
"6318",7,7,7
"6319",7,3,8
"6320",7,7,2
"6321",7,5,7
"6322",7,4,6
"6323",7,7,6
"6324",7,4,3
"6325",7,1,4
"6326",7,7,4
"6327",7,5,3
"6328",7,4,3
"6329",7,5,5
"6330",7,5,8
"6331",7,7,8
"6332",7,5,5
"6333",7,6,1
"6334",7,1,3
"6335",7,7,8
"6336",7,6,4
"6337",7,3,5
"6338",7,1,1
"6339",7,7,8
"6340",7,2,4
"6341",7,7,6
"6342",7,4,4
"6343",7,5,4
"6344",7,7,3
"6345",7,5,2
"6346",7,6,3
"6347",7,7,1
"6348",7,7,3
"6349",7,3,6
"6350",7,7,4
"6351",7,6,6
"6352",7,9,6
"6353",7,4,3
"6354",7,8,2
"6355",7,2,7
"6356",7,6,7
"6357",7,6,NA
"6358",7,5,6
"6359",7,3,5
"6360",7,4,1
"6361",7,5,3
"6362",7,4,5
"6363",7,2,1
"6364",7,3,4
"6365",7,7,7
"6366",7,2,1
"6367",7,6,6
"6368",7,7,2
"6369",7,7,2
"6370",7,4,1
"6371",7,7,7
"6372",7,9,8
"6373",7,1,5
"6374",7,7,2
"6375",7,3,4
"6376",7,5,7
"6377",7,6,8
"6378",7,1,5
"6379",7,4,4
"6380",7,5,3
"6381",7,4,5
"6382",7,3,1
"6383",7,6,1
"6384",7,5,4
"6385",7,7,4
"6386",7,5,5
"6387",7,4,3
"6388",7,6,1
"6389",7,5,3
"6390",7,1,3
"6391",7,3,4
"6392",7,6,3
"6393",7,4,2
"6394",7,6,7
"6395",7,7,1
"6396",7,6,1
"6397",7,3,3
"6398",7,8,4
"6399",7,4,2
"6400",7,7,8
"6401",7,6,5
"6402",7,8,3
"6403",7,7,4
"6404",7,4,7
"6405",7,5,NA
"6406",7,4,1
"6407",7,5,1
"6408",7,6,3
"6409",7,5,5
"6410",7,6,3
"6411",7,4,6
"6412",7,4,5
"6413",7,4,2
"6414",7,4,2
"6415",7,5,5
"6416",7,5,7
"6417",7,6,4
"6418",7,5,1
"6419",7,6,5
"6420",7,3,4
"6421",7,7,3
"6422",7,4,1
"6423",7,7,1
"6424",7,5,5
"6425",7,3,3
"6426",7,5,3
"6427",7,3,2
"6428",7,8,2
"6429",7,8,4
"6430",7,5,3
"6431",7,5,1
"6432",7,6,2
"6433",7,5,5
"6434",7,3,1
"6435",7,7,7
"6436",7,3,4
"6437",7,6,7
"6438",7,4,7
"6439",7,6,7
"6440",7,1,1
"6441",7,7,7
"6442",7,6,3
"6443",7,5,3
"6444",7,7,7
"6445",7,4,1
"6446",7,6,4
"6447",7,5,3
"6448",7,5,6
"6449",7,3,6
"6450",7,7,2
"6451",7,7,1
"6452",7,5,9
"6453",7,3,7
"6454",7,4,5
"6455",7,7,1
"6456",7,5,5
"6457",7,5,5
"6458",7,5,2
"6459",7,7,3
"6460",7,3,3
"6461",7,5,8
"6462",7,5,8
"6463",7,6,1
"6464",7,4,2
"6465",7,6,7
"6466",7,4,1
"6467",7,4,4
"6468",7,4,4
"6469",7,6,8
"6470",7,7,7
"6471",7,6,8
"6472",7,6,1
"6473",7,6,7
"6474",7,4,7
"6475",7,7,7
"6476",7,7,3
"6477",7,6,5
"6478",7,8,5
"6479",7,6,4
"6480",7,4,5
"6481",7,3,2
"6482",7,1,5
"6483",7,6,4
"6484",7,3,3
"6485",7,7,7
"6486",7,5,10
"6487",7,5,8
"6488",7,5,5
"6489",7,5,2
"6490",7,7,4
"6491",7,6,8
"6492",7,5,1
"6493",7,4,3
"6494",7,8,1
"6495",7,10,10
"6496",7,4,NA
"6497",7,4,5
"6498",7,4,1
"6499",7,8,10
"6500",7,1,4
"6501",7,6,7
"6502",7,5,5
"6503",7,4,5
"6504",7,3,2
"6505",7,3,NA
"6506",7,8,2
"6507",7,2,5
"6508",7,1,8
"6509",7,7,2
"6510",7,4,1
"6511",7,6,1
"6512",7,8,1
"6513",7,3,3
"6514",7,7,2
"6515",7,4,5
"6516",7,6,5
"6517",7,5,4
"6518",7,6,5
"6519",7,5,3
"6520",7,5,5
"6521",7,6,2
"6522",7,5,4
"6523",7,3,7
"6524",7,4,1
"6525",7,4,4
"6526",7,3,6
"6527",7,2,4
"6528",7,8,3
"6529",7,5,4
"6530",7,1,10
"6531",7,NA,5
"6532",7,1,1
"6533",7,7,3
"6534",7,NA,5
"6535",7,5,1
"6536",7,4,4
"6537",7,2,10
"6538",7,3,1
"6539",7,7,5
"6540",7,5,8
"6541",7,4,1
"6542",7,6,4
"6543",7,3,2
"6544",7,3,1
"6545",7,5,10
"6546",7,7,3
"6547",7,6,9
"6548",7,4,8
"6549",7,5,9
"6550",7,6,3
"6551",7,6,8
"6552",7,3,1
"6553",7,2,3
"6554",7,3,8
"6555",7,3,3
"6556",7,6,3
"6557",7,6,3
"6558",7,4,5
"6559",7,7,4
"6560",7,4,6
"6561",7,2,5
"6562",7,9,1
"6563",7,4,1
"6564",7,6,7
"6565",7,4,4
"6566",7,5,5
"6567",7,8,3
"6568",7,NA,4
"6569",7,5,NA
"6570",7,1,1
"6571",7,1,1
"6572",7,3,5
"6573",7,6,4
"6574",7,3,3
"6575",7,8,6
"6576",7,5,6
"6577",7,2,5
"6578",7,5,5
"6579",7,7,1
"6580",7,3,4
"6581",7,1,2
"6582",7,3,1
"6583",7,6,8
"6584",7,8,9
"6585",7,5,5
"6586",7,2,1
"6587",7,6,8
"6588",7,5,4
"6589",7,3,7
"6590",7,5,6
"6591",7,7,8
"6592",7,7,6
"6593",7,5,5
"6594",7,4,1
"6595",7,NA,1
"6596",7,6,5
"6597",7,5,8
"6598",7,7,5
"6599",7,4,1
"6600",7,4,7
"6601",7,5,1
"6602",7,6,5
"6603",7,4,1
"6604",7,7,7
"6605",7,7,1
"6606",7,4,4
"6607",7,5,6
"6608",7,6,7
"6609",7,5,7
"6610",7,9,2
"6611",7,7,4
"6612",7,2,1
"6613",7,6,4
"6614",7,4,5
"6615",7,4,1
"6616",7,4,7
"6617",7,4,6
"6618",7,4,NA
"6619",7,3,1
"6620",7,4,6
"6621",7,4,3
"6622",7,4,2
"6623",7,6,1
"6624",7,7,4
"6625",7,7,1
"6626",7,NA,NA
"6627",7,3,8
"6628",7,7,3
"6629",7,7,9
"6630",7,6,7
"6631",7,6,2
"6632",7,4,2
"6633",7,7,5
"6634",7,2,3
"6635",7,4,7
"6636",7,5,5
"6637",7,8,7
"6638",7,4,3
"6639",7,6,2
"6640",7,5,3
"6641",7,6,3
"6642",7,5,3
"6643",7,5,3
"6644",7,2,5
"6645",7,8,5
"6646",7,8,6
"6647",7,6,1
"6648",7,7,1
"6649",7,4,4
"6650",7,6,1
"6651",7,8,1
"6652",7,4,3
"6653",7,7,7
"6654",7,6,2
"6655",7,1,3
"6656",7,8,10
"6657",7,7,8
"6658",7,5,3
"6659",7,5,4
"6660",7,4,5
"6661",7,7,1
"6662",7,3,3
"6663",7,7,6
"6664",7,6,3
"6665",7,7,1
"6666",7,6,6
"6667",7,6,1
"6668",7,6,1
"6669",7,5,4
"6670",7,5,2
"6671",7,5,3
"6672",7,6,3
"6673",7,7,5
"6674",7,8,7
"6675",7,6,3
"6676",7,5,3
"6677",7,5,4
"6678",7,5,1
"6679",7,9,10
"6680",7,2,1
"6681",7,4,6
"6682",7,2,3
"6683",7,6,6
"6684",7,3,1
"6685",7,5,7
"6686",7,5,6
"6687",7,6,7
"6688",7,8,3
"6689",7,4,10
"6690",7,4,4
"6691",7,5,5
"6692",7,5,5
"6693",7,1,1
"6694",7,3,8
"6695",7,4,8
"6696",7,3,5
"6697",7,6,4
"6698",7,4,5
"6699",7,4,6
"6700",7,2,1
"6701",7,5,7
"6702",7,8,7
"6703",7,7,9
"6704",7,5,7
"6705",7,NA,NA
"6706",7,6,5
"6707",7,3,1
"6708",7,9,4
"6709",7,3,3
"6710",7,6,10
"6711",7,6,4
"6712",7,4,6
"6713",7,3,2
"6714",7,3,6
"6715",7,2,4
"6716",7,5,5
"6717",7,5,5
"6718",7,5,8
"6719",7,10,9
"6720",7,6,6
"6721",7,7,4
"6722",7,6,3
"6723",7,8,4
"6724",7,2,1
"6725",7,6,5
"6726",7,5,6
"6727",7,7,6
"6728",7,5,4
"6729",7,5,5
"6730",7,5,7
"6731",7,1,6
"6732",7,3,4
"6733",7,4,1
"6734",7,5,4
"6735",7,2,3
"6736",7,6,2
"6737",7,7,5
"6738",7,4,5
"6739",7,3,5
"6740",7,3,5
"6741",7,5,5
"6742",7,4,8
"6743",7,1,6
"6744",7,4,1
"6745",7,7,4
"6746",7,5,4
"6747",7,6,1
"6748",7,8,7
"6749",7,5,5
"6750",7,6,2
"6751",7,6,7
"6752",7,3,1
"6753",7,3,3
"6754",7,7,4
"6755",7,6,3
"6756",7,1,4
"6757",7,6,8
"6758",7,7,5
"6759",7,6,6
"6760",7,7,3
"6761",7,4,5
"6762",7,5,2
"6763",7,5,5
"6764",7,3,1
"6765",7,4,8
"6766",7,6,1
"6767",7,4,10
"6768",7,6,6
"6769",7,8,7
"6770",7,5,3
"6771",7,NA,3
"6772",7,3,6
"6773",7,7,6
"6774",7,5,5
"6775",7,6,9
"6776",7,8,7
"6777",7,10,3
"6778",7,6,1
"6779",7,3,6
"6780",7,8,2
"6781",7,5,1
"6782",7,7,2
"6783",7,6,2
"6784",7,5,5
"6785",7,4,2
"6786",7,6,1
"6787",7,7,3
"6788",7,4,1
"6789",7,8,5
"6790",7,5,5
"6791",7,3,1
"6792",7,6,1
"6793",7,4,5
"6794",7,3,1
"6795",7,3,1
"6796",7,5,7
"6797",7,4,1
"6798",7,4,3
"6799",7,5,3
"6800",7,7,8
"6801",7,2,1
"6802",7,6,6
"6803",7,7,4
"6804",7,5,5
"6805",7,3,4
"6806",7,6,6
"6807",7,3,10
"6808",7,6,2
"6809",7,3,1
"6810",7,6,5
"6811",7,3,5
"6812",7,6,6
"6813",7,3,6
"6814",7,7,7
"6815",7,4,3
"6816",7,6,2
"6817",7,5,3
"6818",7,6,3
"6819",7,1,1
"6820",7,3,3
"6821",7,5,5
"6822",7,5,2
"6823",7,8,1
"6824",7,5,8
"6825",7,5,5
"6826",7,4,1
"6827",7,1,1
"6828",7,4,4
"6829",7,5,5
"6830",7,7,7
"6831",7,5,5
"6832",7,4,4
"6833",7,2,3
"6834",7,7,7
"6835",7,7,6
"6836",7,7,3
"6837",7,4,7
"6838",7,5,5
"6839",7,5,2
"6840",7,9,7
"6841",7,5,4
"6842",7,3,6
"6843",7,6,3
"6844",7,2,4
"6845",7,1,1
"6846",7,8,8
"6847",7,8,7
"6848",7,5,10
"6849",7,3,6
"6850",7,4,6
"6851",7,5,4
"6852",7,6,4
"6853",7,3,5
"6854",7,6,1
"6855",7,4,2
"6856",7,2,4
"6857",7,5,7
"6858",7,6,3
"6859",7,7,7
"6860",7,6,6
"6861",7,5,1
"6862",7,6,10
"6863",7,5,3
"6864",7,6,1
"6865",7,6,8
"6866",7,6,5
"6867",7,6,2
"6868",7,6,6
"6869",7,5,6
"6870",7,1,NA
"6871",7,6,8
"6872",7,6,6
"6873",7,4,4
"6874",7,3,4
"6875",7,7,4
"6876",7,6,4
"6877",7,6,6
"6878",7,8,10
"6879",7,3,5
"6880",7,5,3
"6881",7,7,2
"6882",7,6,7
"6883",7,6,7
"6884",7,7,3
"6885",7,5,5
"6886",7,6,1
"6887",7,3,5
"6888",7,5,4
"6889",7,3,1
"6890",7,4,6
"6891",7,3,3
"6892",7,5,1
"6893",7,5,5
"6894",7,5,7
"6895",7,5,7
"6896",7,1,4
"6897",7,5,4
"6898",7,4,1
"6899",7,5,7
"6900",7,2,5
"6901",7,10,3
"6902",7,7,1
"6903",7,1,5
"6904",7,5,8
"6905",7,5,5
"6906",7,6,2
"6907",7,6,3
"6908",7,6,8
"6909",7,6,6
"6910",7,5,2
"6911",7,10,1
"6912",7,6,7
"6913",7,3,4
"6914",7,5,4
"6915",7,6,1
"6916",7,5,NA
"6917",7,5,10
"6918",7,3,10
"6919",7,5,7
"6920",7,5,5
"6921",7,1,5
"6922",7,NA,4
"6923",7,6,5
"6924",7,8,3
"6925",7,7,10
"6926",7,3,1
"6927",7,5,6
"6928",7,3,5
"6929",7,3,5
"6930",7,7,7
"6931",7,NA,2
"6932",7,3,5
"6933",7,3,1
"6934",7,7,6
"6935",7,4,3
"6936",7,7,3
"6937",7,5,4
"6938",7,6,1
"6939",7,6,3
"6940",7,8,1
"6941",7,NA,3
"6942",7,5,7
"6943",7,6,1
"6944",7,6,6
"6945",7,3,3
"6946",7,2,6
"6947",7,6,5
"6948",7,2,4
"6949",7,4,1
"6950",7,2,1
"6951",7,10,9
"6952",7,5,5
"6953",7,3,6
"6954",7,4,5
"6955",7,7,3
"6956",7,4,1
"6957",7,5,1
"6958",7,5,6
"6959",7,4,5
"6960",7,7,7
"6961",7,7,2
"6962",7,2,7
"6963",7,7,5
"6964",7,7,2
"6965",7,7,6
"6966",7,7,6
"6967",7,8,6
"6968",7,6,6
"6969",7,7,2
"6970",7,6,3
"6971",7,5,1
"6972",7,7,4
"6973",7,4,5
"6974",7,6,1
"6975",7,5,5
"6976",7,5,6
"6977",7,7,5
"6978",7,7,8
"6979",7,5,9
"6980",7,5,5
"6981",7,5,1
"6982",7,6,1
"6983",7,7,4
"6984",7,7,9
"6985",7,6,2
"6986",7,1,10
"6987",7,5,1
"6988",7,2,1
"6989",7,NA,NA
"6990",7,6,6
"6991",7,NA,1
"6992",7,4,9
"6993",7,7,2
"6994",7,6,2
"6995",7,8,6
"6996",7,5,10
"6997",7,6,4
"6998",7,3,3
"6999",7,5,9
"7000",7,4,2
"7001",7,1,5
"7002",7,8,5
"7003",7,1,4
"7004",7,4,6
"7005",7,3,4
"7006",7,6,7
"7007",7,5,1
"7008",7,8,4
"7009",7,3,NA
"7010",7,5,3
"7011",7,7,4
"7012",7,5,4
"7013",7,5,6
"7014",7,NA,5
"7015",7,NA,5
"7016",7,1,6
"7017",7,8,10
"7018",7,2,4
"7019",7,5,5
"7020",7,2,4
"7021",7,8,2
"7022",7,6,5
"7023",7,5,4
"7024",7,6,6
"7025",7,6,5
"7026",7,1,10
"7027",7,5,5
"7028",7,7,4
